"id","numero_dpe","usr_diagnostiqueur_id","usr_logiciel_id","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","commentaires_ameliorations_recommandations","explication_personnalisee","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","tr002_type_batiment_id","secteur_activite","tr012_categorie_erp_id","tr013_type_erp_id","annee_construction","surface_habitable","surface_thermique_lot","tv016_departement_id","commune","arrondissement","type_voie","nom_rue","numero_rue","batiment","escalier","etage","porte","code_postal","code_insee_commune","code_insee_commune_actualise","numero_lot","quote_part","nom_centre_commercial","surface_commerciale_contractuelle","portee_dpe_batiment","partie_batiment","shon","surface_utile","surface_thermique_parties_communes","en_souterrain","en_surface","nombre_niveaux","nombre_circulations_verticales","nombre_boutiques","presence_verriere","surface_verriere","type_vitrage_verriere","nombre_entrees_avec_sas","nombre_entrees_sans_sas","surface_baies_orientees_nord","surface_baies_orientees_est_ouest","surface_baies_orientees_sud","surface_planchers_hauts_deperditifs","surface_planchers_bas_deperditifs","surface_parois_verticales_opaques_deperditives","etat_avancement","organisme_certificateur","adresse_organisme_certificateur","dpe_vierge","est_efface","date_reception_dpe","longitude","latitude","geo_score","geo_type","geo_adresse","geo_id","geo_l4","geo_l5","tr001_modele_dpe_code","tr001_modele_dpe_type_id","tr001_modele_dpe_modele","tr001_modele_dpe_description","tr001_modele_dpe_fichier_vierge","tr001_modele_dpe_est_efface","tr001_modele_dpe_type","tr001_modele_dpe_type_libelle","tr001_modele_dpe_type_ordre","tr002_type_batiment_code","tr002_type_batiment_description","tr002_type_batiment_libelle","tr002_type_batiment_est_efface","tr002_type_batiment_ordre","tr002_type_batiment_simulateur","tr012_categorie_erp_code","tr012_categorie_erp_categorie","tr012_categorie_erp_groupe","tr012_categorie_erp_est_efface","tr013_type_erp_code","tr013_type_erp_type","tr013_type_erp_categorie_id","tr013_type_erp_est_efface","tr013_type_erp_categorie","tv016_departement_code","tv016_departement_departement","tv017_zone_hiver_id","tv018_zone_ete_id","tv016_departement_altmin","tv016_departement_altmax","tv016_departement_nref","tv016_departement_dhref","tv016_departement_pref","tv016_departement_c2","tv016_departement_c3","tv016_departement_c4","tv016_departement_t_ext_basse","tv016_departement_e","tv016_departement_fch","tv016_departement_fecs_ancienne_m_i","tv016_departement_fecs_recente_m_i","tv016_departement_fecs_solaire_m_i","tv016_departement_fecs_ancienne_i_c","tv016_departement_fecs_recente_i_c","tv017_zone_hiver_code","tv017_zone_hiver_t_ext_moyen","tv017_zone_hiver_peta_cw","tv017_zone_hiver_dh14","tv017_zone_hiver_prs1","tv018_zone_ete_code","tv018_zone_ete_sclim_inf_150","tv018_zone_ete_sclim_sup_150","tv018_zone_ete_rclim_autres_etages","tv018_zone_ete_rclim_dernier_etage"
1369402,"142AV4000011X",5771,3,4,"Méthode Facture",,"\N","\N","2014-09-19","2014-09-25","2011-09-15","La superficie concernant les ateliers / hangars, n'a pas été prise en compte, n'ayant pas caractère à être chauffer.",,227,"D",7,"B",4,"Bureau, Administration, Enseignement","\N","\N",1,"536.80","536.80",96,"PORTO VECCHIO",,,"ZONE INDUSTRIELLE LA PORETTA",,,,,,"20137","2A139","2A139","Sans Objet",,"\N","\N","2",,"488.00","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","340.00","340.00","0.00",1,"C 063 DELIVRE LE 01/10/2012 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2014-09-25T00:55:43+02:00",,,0,,,,,,"V4",1,"6.3a bis","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Energie","4_V4_DPE_6.3a_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1377325,"142BXX000002Q",5619,2,24,"3CL - DPE","V2012","\N","\N","2014-09-03","2014-09-03","2011-08-15",,"\N",107.99,"B",3.52,"A",4,"Local commercial","2","12",1970,"0.00","0.00",97,"BASTIA","00","\N","Résidence  Ornano","\N","A","Unique","Rez de chaussée","Sans objet","20200","20033","20033","\N","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2014-09-26T17:05:12+02:00",9.444102,42.707018,0.46,"street","Résidence a Sulane 20200 Bastia","2b033_rej0o5","RESIDENCE A SULANE",,"XX",7,,"Autres cas : Demande de subventions, baux commerciaux, ...",,0,"Autres","Autres",7,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_012","W : Administrations, banques, bureaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1388047,"142AV3000003X",5771,3,3,"Méthode Facture",,"\N","\N","2014-09-29","2014-09-30","2011-09-15","Pour ce type de local, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' :  Cette information ne nous ayant pas été fournie par le propriétaire, du fait que ce local, soit issu de l'éclatement d'un local d'une superficie plus importante et inocupé depuis de nombreuses années. De plus, la réglementation impose pour ce type de bâtiment un an d'exploitation, techniquement impossible à fournir. Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1,"45.24","45.24",96,"PORTO VECCHIO",,,"RESIDENCE U SOGNU CHEMIN DE TENDA",,,,,,"20137","2A139","2A139","Non communiqué (Eclatement en cours)",,"\N","\N","2",,"41.13","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","2.28","0.00","0.00","39.70","41.13","10.60",1,"C 063 DELIVRE LE 01/10/2012 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2014-09-30T18:40:05+02:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1390918,"142BV7000017G",7212,10,7,"FACTURE - DPE","V2012","\N","\N","2014-09-29","2014-10-01","2011-08-15",,,0,"N",0,"N",4,"Restaurant","\N","\N",2000,"1170.00","1170.00",97,"BIGUGLIA","00",,"RN 193",,,,,,"20620","20037","20037",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"SOCOTEC Certification","89-93 Av. Paul VAILLANT Couturier 94250 GENTILLY","1",0,"2014-10-01T16:16:59+02:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1442520,"142AV7000010@",10720,3,7,"Méthode Facture",,"\N","\N","2014-10-15","2014-10-15","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.  En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles. Les consommations énergétiques d'un local commercial dépendent très fortement de l'activité commercial de ce local. Elles peuvent donc varier de façon très significatives d'une activité à l'autre.",0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"480.05","480.05",96,"AJACCIO",,,"Avenue Noel Franchini",,,,,,"20090","2A004","2A004","Références cadastrales non communiquées",,"\N","\N","1",,"436.41","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","4.69","0.00","436.41","436.41","10.00",1,"BUREAU VERITAS CERTIFICATION FRANCE","Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2014-10-16T17:30:02+02:00",8.755348,41.939246,0.65,"street","Avenue du Docteur Noel Franchini 20090 Ajaccio","2A004_0442","AVENUE DU DOCTEUR NOEL FRANCHINI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1446910,"142BV7000018H",5619,2,7,"3CL - DPE","V2012","\N","\N","2014-08-18","2014-08-18","2011-08-15",,"\N",0,"N",0,"N",4,"Garage (partie privative d'immeuble collectif","2","3",1900,"0.00","0.00",97,"BASTIA","00","\N","2, Rue FAVALELLI","\N","Unique","Sans objet","Rez de chaussée","2ème à droite du vestibule","20200","20033","20033","30","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"1",0,"2014-10-17T16:34:58+02:00",9.447055,42.696401,0.97,"housenumber","2 Rue Favalelli 20200 Bastia","2b033_0680_00002","2 RUE FAVALELLI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1464396,"142AV7000011A",5771,3,7,"Méthode Facture",,"\N","\N","2014-08-01","2014-10-23","2011-09-15","Pour ce type d'immeuble, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' ; Cependant, les informations (Factures) ne peuvent être fournies par le précédent locataire.",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"126.50","126.50",96,"PORTO VECCHIO",,,"IMMEUBLE SERRA II QUARTIER 'LA PORETTA'",,,,,,"20137","2A139","2A139","Sans objet",,"\N","\N","2","Rez de chaussée","115.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","115.00","115.00","1.00",1,"C 063 DELIVRE LE 01/10/2012 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2014-10-23T14:08:04+02:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1464951,"142BV7000019I",5619,2,7,"3CL - DPE","V2012","\N","\N","2014-10-15","2014-10-15","2011-08-15",,"\N",308.05,"E",10.03,"B",4,"Local (partie privative d'immeuble collectif)","2","3",1900,"0.00","0.00",97,"BASTIA","00","\N","5, Rue Cesar CAMPINCHI","\N","Unique","Sans objet","Rez de chaussée","Sans objet","20200","20033","20033","NC","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"0",0,"2014-10-23T15:52:25+02:00",9.448062,42.696942,0.97,"housenumber","5 Rue César Campinchi 20200 Bastia","2b033_0400_00005","5 RUE CESAR CAMPINCHI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1473043,"142AC2000003V",292,3,21,"Méthode Facture",,"\N","\N","2014-10-17","2014-10-20","2011-09-15",,,0,"N",0,"N",5,"Centres Commerciaux","\N","\N",1,"141.90","141.90",96,"PORTO-VECCHIO",,,"Les 4 portes",,,,,,"20137","2A139","2A139","Non communiqué",,,"142","2","RDC","129.00","142.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","5.44","0.00","9.72","129.00","129.00","121.90",1,"CERTIFI","37, route de Paris 31140 AUCAMVILLE (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2014-10-27T10:55:33+01:00",,,0,,,,,,"C2",5,"Par énergie","Pour les centres commerciaux","21_C2_DPE_6.b.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1508179,"142AV8000026H",10720,3,8,"Méthode Facture",,"\N","\N","2014-11-05","2014-11-05","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.  En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles. Les consommations énergétiques d'un local commercial dépendent très fortement de l'activité commercial de ce local. Elles peuvent donc varier de façon très significatives d'une activité à l'autre.",732,"G",23,"C",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"40.72","40.72",96,"AJACCIO",,,"Tour Binda B Rue Nicolas Peraldi",,,,,,"20090","2A004","2A004","70",,"\N","\N","2","Lot n°70","37.02","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","5.16","0.00","37.02","37.02","64.20",1,"BUREAU VERITAS CERTIFICATION FRANCE","Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2014-11-05T17:36:56+01:00",8.739617,41.936346,0.58,"street","Rue Nicolas Peraldi 20090 Ajaccio","2A004_1002","RUE NICOLAS PERALDI",,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1511907,"142BV3000007B",7298,2,3,"3CL - DPE","V2012","\N","\N","2014-10-29","2014-10-29","2011-08-15",,"\N",7.56,"A",0.25,"A",4,"Enseignement Primaire / Secondaire","2","7",1995,"0.00","0.00",97,"CERVIONE","21","\N","lieu dit PETRICCIO LIEU DIT PETRICCIO LIEU DIT PETRICCIO","\N","\N","\N","R+2","\N","20221","20087","20087","NC","\N",,"\N","1","\N","0.00","270.85","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALISPERT",,"0",0,"2014-11-06T16:27:58+01:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_007","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1511956,"142BV3000008C",7298,2,3,"3CL - DPE","V2012","\N","\N","2014-10-29","2014-10-29","2011-08-15",,"\N",164.91,"C",48.27,"D",4,"Enseignement Primaire / Secondaire","2","7",1980,"0.00","0.00",97,"CERVIONE","21","\N","Lieu dit PETRICCIO","\N","\N","\N","R+2","\N","20221","20087","20087","NC","\N",,"\N","1","\N","0.00","441.53","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALISPERT",,"0",0,"2014-11-06T16:35:37+01:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_007","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1525313,"142BV7000020A",5619,2,7,"3CL - DPE","V2012","\N","\N","2014-10-31","2014-10-31","2011-08-15",,"\N",0,"N",0,"N",4,"Local (partie privative d'immeuble collectif)","2","3",1967,"0.00","0.00",97,"BASTIA","00","\N","Résidence  Nouvelle Corniche","\N","A","Sans objet","Rez de chaussée","Sans objet","20200","20033","20033","NC","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"1",0,"2014-11-12T16:34:18+01:00",9.44523,42.688364,0.6,"street","Residence Nouv Corniche St Joseph 20600 Bastia","2B033_A123","RES NOUV CORNICHE ST JOSEPH",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1529897,"142AP2000001O",10917,10,15,"FACTURE - DPE","V2012","\N","\N","2014-11-13","2014-11-13","2011-08-15","Il ne nous a pas été fourni de relevés exploitables des consommations. Ne pouvant utiliser pour ce type de bien une méthode de calcul conventionnel (voir arrêté du 8 février 2012), il n'est pas possible d'établir une estimation des consommations et de fournir les étiquettes   énergie   et   climat . Le diagnostic se limite aux constatations et aux descriptifs.",,0,"N",0,"N",4,,"\N","\N",1974,"\N","\N",96,"AJACCIO","00",,"Immeuble Constellation",,,,,,"20090","2A004","2A004",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"AFNOR Certification","11, rue Francis de Pressensé - 9371 La Plaine Saint-Denis Cedex","1",0,"2014-11-13T16:38:55+01:00",8.75451,41.936539,0.49,"street","résidence constellation 20090 Ajaccio","2A004_A120","RESIDENCE CONSTELLATION",,"P2",2,"6.1 bis public","Pour les bâtiments à usage principal de bureau, d’administration ou d’enseignement : Consommation par Energie","15_P2_DPE_6.1_public_bis.pdf",0,"Public","Bâtiment public",5,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1544533,"142AV6000002@",11116,3,6,"Méthode Facture",,"\N","\N","2014-11-07","2014-11-14","2011-09-15",,,128,"B",19,"B",4,"Occupation continue (hôpitaux, hôtels, intern","\N","\N",1,"660.00","660.00",96,"PORTO",,,"Hotel le PORTO",,,,,,"20150","2A198","2A198","Non communiqué",,"\N","\N","1",,"600.00","100.00","0.00","0","0","3","0","0","0","0.00","\N","0","0","12.97","0.00","82.96","200.00","200.00","262.80",1,"Bureau Veritas certification","Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2014-11-18T14:19:59+01:00",8.703052,42.265029,0.31,"locality","Porto 20150 Ota","2a198_hmkj08","PORTO",,"V6",1,"6.3b bis","Pour  les  bâtiments  à  occupation  continue : Consommation par Energie","6_V6_DPE_6.3b_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1544683,"142BV7000021B",5619,2,7,"3CL - DPE","V2012","\N","\N","2014-11-18","2014-11-18","2011-08-15",,"\N",0,"N",0,"N",4,"Commerce","2","3",1900,"0.00","0.00",97,"BASTIA","00","\N","Rue Fontaine Neuve","\N","Unique","Sans objet","Rez de chaussée","Sans objet","20200","20033","20033","NC","\N",,"\N","2",,"0.00","0.00","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT",,"1",0,"2014-11-18T14:43:42+01:00",9.449315,42.69743,0.96,"street","Rue Fontaine Neuve 20200 Bastia","2B033_0720","RUE FONTAINE NEUVE",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_002","2ème Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1557650,"142BV3000009D",7298,2,3,"3CL - DPE","V2012","\N","\N","2014-11-21","2014-11-21","2011-08-15","Aucune facture ne nous a été remise, le propriétaire actuel n'a pas pu les récupérés.","\N",0,"N",0,"N",4,"Habitation (Parties privatives d'immeuble col","\N","3",1980,"0.00","0.00",97,"SAN-NICOLAO","30","\N","Centre Commercial Casino Moriani Plage","\N","\N","\N","R+1","\N","20230","20057","20057","9 et 10","\N",,"\N","2",,"2873.15","164.55","0.00","0","1","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALISPERT",,"1",0,"2014-11-21T12:09:02+01:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1573537,"142BV7000022C",7755,3,7,"Méthode Facture",,"\N","\N","2014-11-26","2014-11-26","2011-09-15","Absence de système d'eau chaude sanitaire : Le ballon d'eau chaude a été supprimé",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"48.64","48.64",97,"BASTIA",,,"Immeuble l'Arcole, Rdc extremité gauche, Lieudit Basanese",,,,,,"20200","2B305","2B305",,,"\N","\N","1",,"44.22","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"BUREAU VERITAS CERTIFICATION","Le Guillaumet 92046 PARIS LA DEFENSE CEDEX (détail sur www.cofrac.fr programme n°4-4-11)","1",0,"2014-11-26T14:50:47+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
1592706,"142BV7000023D",7448,3,7,"Méthode Facture",,"\N","\N","2014-11-25","2014-12-02","2011-09-15",,,250,"D",8,"B",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"46.29","46.29",97,"VILLE-DI-PIETRABUGNO",,,"Enseigne  Le Petit Itale  - Route du Cap - Maison  FILIPPI",,,"Local commercial situé en rez-de-chaussée",,,"20200","2B305","2B305","Non communiqué",,"\N","\N","2",,"42.08","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","6.02","0.00","42.08","42.08","68.04",1,"QUALIXPERT","17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11)","0",0,"2014-12-02T13:30:13+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
